customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
993,Reine Semken,Female,71,1977-02-18,46.00 ,Account Coordinator,Agriculture,High Net Worth,N,No,17
1013,Corissa Zienkiewicz,Female,53,1976-09-06,47.00 ,Physical Therapy Assistant,Retail,High Net Worth,N,No,17
1035,Kara-lynn Doddridge,Female,77,1976-11-02,46.00 ,Operator,Retail,Affluent Customer,N,Yes,5
1048,Braden Lamming,Male,99,1976-06-08,47.00 ,Internal Auditor,n/a,Affluent Customer,N,No,15
1102,Stephana Puzey,Female,16,1976-08-17,47.00 ,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15
1119,Lemmy Bennit,Male,43,1976-10-09,46.00 ,NA,Entertainment,Mass Customer,N,Yes,19
1161,Sibylle Cutsforth,Female,86,1977-01-14,46.00 ,Senior Quality Engineer,Retail,Mass Customer,N,No,15
1164,Gilligan Mowat,Female,97,1977-01-09,46.00 ,Food Chemist,Health,Mass Customer,N,Yes,17
1186,Brantley Cecchi,Male,70,1977-05-28,46.00 ,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20
1224,Aundrea Reisenberg,Female,9,1977-04-04,46.00 ,Junior Executive,Manufacturing,Mass Customer,N,No,16
1299,Maddy Aiskovitch,Female,72,1977-01-17,46.00 ,Media Manager IV,n/a,Affluent Customer,N,No,12
1308,Andrey Conre,Male,34,1976-08-27,47.00 ,Analog Circuit Design manager,n/a,Affluent Customer,N,Yes,18
1309,Adlai Fabry,Male,95,1977-03-22,46.00 ,VP Marketing,n/a,Mass Customer,N,No,13
1391,Winni Cana,Female,62,1976-08-05,47.00 ,Marketing Assistant,Retail,High Net Worth,N,No,12
1418,Valaria Hugh,Female,80,1976-11-29,46.00 ,Senior Sales Associate,IT,Affluent Customer,N,Yes,21
1441,Renae Burns,Female,23,1977-03-07,46.00 ,NA,Manufacturing,Affluent Customer,N,No,5
1451,Courtney Meas,Female,32,1977-02-01,46.00 ,Junior Executive,Agriculture,Mass Customer,N,Yes,16
1481,Ellissa Stanney,Female,93,1976-06-26,47.00 ,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14
1577,Diannne Teager,Female,87,1976-09-08,47.00 ,Automation Specialist I,Manufacturing,High Net Worth,N,No,10
1591,Fonz Jankin,Male,4,1976-09-14,47.00 ,Operator,Manufacturing,Mass Customer,N,Yes,14
1597,Jeffry Slowly,Male,93,1977-02-01,46.00 ,Nurse Practicioner,Retail,Affluent Customer,N,No,14
1613,Ernesta Billany,Female,18,1977-05-25,46.00 ,NA,Property,Mass Customer,N,No,19
1657,Stanwood Troillet,Male,11,1977-03-08,46.00 ,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5
1666,Launce Lording,Male,73,1977-04-02,46.00 ,Recruiting Manager,n/a,Mass Customer,N,No,14
1712,Chad ,Female,63,1976-10-12,46.00 ,Dental Hygienist,Health,High Net Worth,N,Yes,7
1728,Pryce Larner,Male,41,1977-05-04,46.00 ,Paralegal,Financial Services,Affluent Customer,N,No,22
1737,Benny Jammet,Female,21,1976-09-06,47.00 ,Senior Developer,Property,Affluent Customer,N,Yes,13
1752,Diane Busk,Female,92,1977-01-27,46.00 ,Systems Administrator II,n/a,Mass Customer,N,No,17
1756,Daron ,Female,92,1976-12-17,46.00 ,Junior Executive,n/a,High Net Worth,N,No,7
1787,Tull Godehard.sf,Male,2,1976-11-21,46.00 ,Executive Secretary,Retail,High Net Worth,N,Yes,13
1801,Bendix Olivella,Male,48,1976-12-23,46.00 ,Legal Assistant,Manufacturing,Affluent Customer,N,No,21
1805,Venus Sketch,Female,90,1976-10-15,46.00 ,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12
1816,Lonni Andrichak,Female,68,1977-02-25,46.00 ,NA,Agriculture,Mass Customer,N,No,18
1842,Ephrayim Beville,Male,89,1977-02-27,46.00 ,Accountant IV,Financial Services,Mass Customer,N,No,8
1848,Dev Caghan,Male,22,1976-11-25,46.00 ,Information Systems Manager,Manufacturing,Mass Customer,N,No,9
1860,Holly-anne Hamman,Female,4,1976-12-28,46.00 ,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17
1876,Borden Wooles,Male,16,1977-05-28,46.00 ,Recruiting Manager,Financial Services,Affluent Customer,N,No,21
1932,Sybila Enefer,Female,98,1977-01-03,46.00 ,Librarian,Entertainment,Affluent Customer,N,Yes,3
1940,Gabriellia Coulter,Female,52,1977-03-02,46.00 ,Teacher,Manufacturing,High Net Worth,N,Yes,8
2028,Cathy Parmley,Female,25,1976-12-10,46.00 ,Director of Sales,Retail,Affluent Customer,N,Yes,18
2036,Alix Gilliland,Female,11,1977-04-29,46.00 ,NA,n/a,Mass Customer,N,No,17
2059,Kylen Gimson,Female,21,1977-02-15,46.00 ,Graphic Designer,n/a,High Net Worth,N,No,12
2062,Guillermo Kolakovic,Male,67,1976-08-19,47.00 ,Junior Executive,Retail,Mass Customer,N,No,18
2128,Gregorius Cockram,Male,31,1976-09-25,46.00 ,Data Coordiator,Property,Affluent Customer,N,Yes,16
2140,Hilario Ramsdell,Male,59,1976-09-30,46.00 ,Help Desk Operator,Telecommunications,High Net Worth,N,No,21
2156,Darill Mowday,Male,96,1977-04-08,46.00 ,Desktop Support Technician,Retail,Mass Customer,N,Yes,18
2173,Gracia McAteer,Female,27,1976-09-21,47.00 ,Help Desk Technician,IT,Mass Customer,N,Yes,22
2196,Skylar Brise,Male,66,1976-06-08,47.00 ,Media Manager I,Retail,High Net Worth,N,Yes,7
2227,Duff Kemble,Male,45,1976-07-16,47.00 ,Systems Administrator I,Property,Affluent Customer,N,Yes,9
2243,Lena Cronshaw,Female,76,1976-08-28,47.00 ,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes,7
2317,Alwin Cuberley,Male,97,1976-12-07,46.00 ,Tax Accountant,Health,Mass Customer,N,Yes,16
2332,Jeff Goodere,Male,99,1977-04-20,46.00 ,Developer III,Property,High Net Worth,N,Yes,10
2420,Celie Guyers,Female,10,1976-08-26,47.00 ,Staff Scientist,Financial Services,High Net Worth,N,No,16
2433,Burty Strutz,Male,38,1976-07-19,47.00 ,Nurse Practicioner,n/a,High Net Worth,N,Yes,8
2437,Simonette Cressingham,Female,90,1977-05-01,46.00 ,Marketing Manager,Financial Services,Mass Customer,N,Yes,18
2444,Emmet Cristoforo,Male,22,1977-05-13,46.00 ,Associate Professor,Manufacturing,High Net Worth,N,No,11
2461,Tully ,Male,89,1976-06-12,47.00 ,Speech Pathologist,n/a,Affluent Customer,N,No,17
2475,Cammi Ambrogioni,Female,68,1977-05-02,46.00 ,Quality Control Specialist,n/a,Mass Customer,N,No,20
2477,Barney Tilling,Male,25,1977-03-23,46.00 ,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10
2489,Emma Mates,Female,42,1976-06-12,47.00 ,Speech Pathologist,Retail,Mass Customer,N,No,15
2491,Tabbie Turone,Male,74,1977-05-08,46.00 ,Clinical Specialist,Health,Mass Customer,N,No,14
2522,Benton MacGragh,Male,42,1977-02-03,46.00 ,NA,n/a,High Net Worth,N,No,14
2555,Brad Tenman,Male,43,1976-09-19,47.00 ,Health Coach IV,Health,Affluent Customer,N,No,11
2596,Lexis Deason,Female,51,1976-08-20,47.00 ,Assistant Professor,n/a,Affluent Customer,N,Yes,13
2602,Jessamine Butcher,Female,46,1977-03-22,46.00 ,Structural Analysis Engineer,Health,Mass Customer,N,No,3
2629,Nomi Bushell,Female,60,1976-08-13,47.00 ,Engineer IV,Entertainment,High Net Worth,N,No,19
2638,Moritz Brognot,Male,1,1977-02-10,46.00 ,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15
2641,Vina Tackell,Female,71,1977-03-22,46.00 ,Software Test Engineer I,n/a,Mass Customer,N,Yes,12
2661,Dorrie Meaden,Female,59,1976-12-26,46.00 ,VP Marketing,Financial Services,High Net Worth,N,Yes,12
2670,Cam MacFadyen,Male,53,1977-05-13,46.00 ,VP Accounting,Financial Services,High Net Worth,N,Yes,18
2678,Amble Tandy,Male,33,1976-12-30,46.00 ,Sales Associate,Health,Mass Customer,N,No,11
2688,Shelden Lorent,Male,53,1977-05-18,46.00 ,Database Administrator III,Property,Mass Customer,N,No,13
2695,Kippy Heater,Female,88,1976-08-16,47.00 ,Statistician II,Manufacturing,Mass Customer,N,Yes,19
2702,Saraann Gilliard,Female,34,1976-11-30,46.00 ,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11
2718,Vernen Hakonsen,Male,69,1976-12-12,46.00 ,Software Test Engineer II,n/a,High Net Worth,N,Yes,14
2745,Moyra Mount,Female,8,1977-01-06,46.00 ,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18
2770,Olvan Loadwick,Male,24,1977-01-30,46.00 ,VP Quality Control,Manufacturing,High Net Worth,N,Yes,13
2811,Sharia Allkins,Female,29,1976-11-29,46.00 ,Internal Auditor,Property,Mass Customer,N,No,22
2832,Tedmund Plumm,Male,9,1976-09-25,46.00 ,Recruiter,Telecommunications,Mass Customer,N,Yes,9
2838,Lydie Scholfield,Female,14,1977-03-01,46.00 ,Payment Adjustment Coordinator,Retail,High Net Worth,N,No,21
2856,Milissent Deinert,Female,53,1976-09-25,46.00 ,Marketing Manager,Financial Services,Mass Customer,N,Yes,13
2894,Gilburt ,Male,91,1977-04-19,46.00 ,Geologist III,Financial Services,Mass Customer,N,Yes,22
2907,Erik ,Male,89,1977-01-15,46.00 ,Senior Financial Analyst,Financial Services,High Net Worth,N,No,8
2912,Tobit ,Male,60,1976-08-18,47.00 ,NA,n/a,High Net Worth,N,No,4
2917,Siegfried Hulmes,Male,21,1976-07-11,47.00 ,NA,Manufacturing,Affluent Customer,N,No,18
2944,Kimball Scutter,Male,45,1977-06-05,46.00 ,Environmental Specialist,Manufacturing,Affluent Customer,N,No,7
2960,Hollie MacEllen,Female,6,1976-07-16,47.00 ,Design Engineer,Property,Mass Customer,N,Yes,16
2979,Louella Mandifield,Female,39,1976-07-25,47.00 ,Tax Accountant,Retail,Mass Customer,N,No,18
2994,Karlen Iacovacci,Female,26,1976-08-30,47.00 ,Accountant II,Manufacturing,Mass Customer,N,Yes,18
3009,Hephzibah Cliffe,Female,11,1977-04-02,46.00 ,NA,Health,High Net Worth,N,Yes,14
3025,Osgood Stolting,Male,27,1977-04-23,46.00 ,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9
3036,Windy Orehead,Female,24,1977-04-17,46.00 ,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11
3052,Lisetta ,Female,72,1976-09-08,47.00 ,Teacher,n/a,Mass Customer,N,No,18
3123,Tina Riggulsford,Female,71,1976-08-17,47.00 ,Dental Hygienist,Health,High Net Worth,N,No,20
3147,Bonnee Farley,Female,21,1976-10-02,46.00 ,NA,Retail,Affluent Customer,N,Yes,17
3155,Tiphani Fritz,Female,88,1976-12-25,46.00 ,Office Assistant I,IT,Affluent Customer,N,Yes,21
3156,Bearnard Letixier,Male,23,1976-09-28,46.00 ,NA,Financial Services,Mass Customer,N,No,4
3161,Cindie Naldrett,Female,71,1977-02-16,46.00 ,NA,Financial Services,Mass Customer,N,Yes,4
3174,Odele Blackmore,Female,67,1976-11-16,46.00 ,Research Associate,Financial Services,Affluent Customer,N,No,9
3181,Ferd Chominski,Male,39,1976-09-29,46.00 ,Senior Editor,Financial Services,High Net Worth,N,No,6
3184,Marlee Brundle,Female,2,1976-11-08,46.00 ,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7
3215,Wolfgang Raffles,Male,14,1976-09-28,46.00 ,General Manager,n/a,Mass Customer,N,Yes,7
3240,Ryon Elsay,Male,90,1976-09-04,47.00 ,Chief Design Engineer,n/a,Mass Customer,N,Yes,6
3251,Cammie Edridge,Female,95,1976-08-27,47.00 ,Safety Technician II,Financial Services,High Net Worth,N,Yes,8
3305,Neddy La Grange,Male,25,1977-02-16,46.00 ,Senior Developer,Health,Mass Customer,N,Yes,11
3337,Brendan Aird,Male,58,1976-10-28,46.00 ,NA,Agriculture,Mass Customer,N,Yes,16
3369,Cathrin Rosencrantz,Female,90,1977-01-02,46.00 ,Research Associate,n/a,Mass Customer,N,No,10
3387,Shel Duke,Female,19,1976-07-05,47.00 ,General Manager,Manufacturing,Affluent Customer,N,Yes,15
3392,Brock Ride,Male,41,1976-12-12,46.00 ,Tax Accountant,Financial Services,Mass Customer,N,No,10
3409,Abbey Nellen,Female,75,1977-04-29,46.00 ,Desktop Support Technician,Agriculture,Mass Customer,N,No,16
3424,Vale Whittuck,Female,39,1977-02-28,46.00 ,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,11
3448,Roderich Mixer,Male,26,1977-02-16,46.00 ,Software Consultant,Financial Services,High Net Worth,N,No,9
3484,Hedi Mowday,Female,10,1976-10-24,46.00 ,Information Systems Manager,Financial Services,High Net Worth,N,Yes,20
3516,Diarmid Vearnals,Male,93,1977-04-30,46.00 ,NA,Property,Mass Customer,N,Yes,15
3566,Bram Pheasant,Male,96,1976-11-02,46.00 ,Social Worker,Health,Affluent Customer,N,Yes,10
3571,Othilia Metcalf,Female,9,1976-06-09,47.00 ,Senior Sales Associate,Property,Mass Customer,N,Yes,3
3629,Vale Starcks,Female,17,1976-10-29,46.00 ,Editor,Health,High Net Worth,N,No,22
3656,Talia Sidnell,Female,14,1976-12-24,46.00 ,NA,Property,Mass Customer,N,Yes,3
3659,Farra Catto,Female,76,1976-12-23,46.00 ,VP Sales,Financial Services,High Net Worth,N,No,10
3670,Leupold Bernardini,Male,62,1977-03-20,46.00 ,NA,Financial Services,Affluent Customer,N,Yes,17
3686,Shirley Siss,Female,20,1976-08-06,47.00 ,NA,Financial Services,High Net Worth,N,Yes,15
3726,Ange Austick,Female,36,1976-06-17,47.00 ,GIS Technical Architect,Property,Mass Customer,N,No,19
3734,Trixi Wickes,Female,46,1977-01-07,46.00 ,Help Desk Technician,Manufacturing,Mass Customer,N,No,21
3760,Bryana Vennart,Female,73,1976-06-09,47.00 ,NA,Financial Services,Mass Customer,N,No,18
3776,Kennie Baszniak,Male,46,1977-05-02,46.00 ,Recruiter,Retail,Mass Customer,N,Yes,19
3827,Cherida Whyffen,Female,10,1976-09-05,47.00 ,NA,Retail,Affluent Customer,N,No,8
3882,Nona Tubb,Female,18,1976-11-05,46.00 ,Human Resources Assistant III,Health,Mass Customer,N,Yes,9
3924,Perry Lampert,Male,72,1976-07-03,47.00 ,Editor,Property,High Net Worth,N,Yes,10
3986,Oralle Petrello,Female,1,1976-12-01,46.00 ,Social Worker,Health,Mass Customer,N,No,21
24,Kim Skpsey,Female,55,1977-12-03,45.00 ,Research Assistant I,Agriculture,Mass Customer,N,Yes,15
36,Lurette Stonnell,Female,33,1977-11-09,45.00 ,VP Quality Control,n/a,Affluent Customer,N,No,22
64,Gerek Yve,Male,73,1978-03-25,45.00 ,Legal Assistant,IT,High Net Worth,N,No,4
76,Rea Hasser,Female,20,1978-01-23,45.00 ,Statistician II,Retail,High Net Worth,N,Yes,18
80,Pablo Small,Male,11,1978-04-24,45.00 ,Data Coordiator,Entertainment,Mass Customer,N,No,13
104,Odille Panketh,Female,40,1978-06-06,45.00 ,Automation Specialist II,Health,Mass Customer,N,Yes,9
128,Isidro Cypler,Male,73,1977-07-17,46.00 ,Systems Administrator III,Property,Mass Customer,N,Yes,12
133,Eldridge Fiddeman,Male,12,1977-06-13,46.00 ,VP Accounting,Financial Services,Mass Customer,N,Yes,16
153,Lorilyn Walshe,Female,73,1977-07-28,46.00 ,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12
199,Verla Alven,Female,61,1978-02-13,45.00 ,Junior Executive,Health,Mass Customer,N,Yes,21
226,Bondie Letty,Male,96,1977-11-11,45.00 ,Database Administrator IV,Manufacturing,Mass Customer,N,No,20
248,Inger Eskell,Female,76,1978-04-15,45.00 ,Clinical Specialist,Health,Affluent Customer,N,Yes,12
251,Mala ,Female,88,1977-12-24,45.00 ,VP Sales,Financial Services,Affluent Customer,N,Yes,10
261,Marve Pryn,Male,74,1977-10-15,45.00 ,Structural Engineer,n/a,Mass Customer,N,No,8
262,Cordie Petrelli,Male,97,1977-12-23,45.00 ,NA,Health,High Net Worth,N,Yes,10
264,Jedd Spiby,Male,31,1977-12-07,45.00 ,Technical Writer,Health,Mass Customer,N,No,11
285,Julee Janovsky,Female,3,1977-11-19,45.00 ,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12
350,Carmela Jesper,Female,47,1977-12-09,45.00 ,Clinical Specialist,Health,Mass Customer,N,Yes,9
409,Tatiania O'Kane,Female,84,1978-01-23,45.00 ,Executive Secretary,Health,Mass Customer,N,Yes,13
424,Dennie Eunson,Male,77,1978-01-25,45.00 ,Research Nurse,Health,High Net Worth,N,No,9
440,Sheena O'Duggan,Female,46,1977-12-16,45.00 ,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10
498,Emmalee Sketcher,Female,58,1978-04-30,45.00 ,VP Sales,Manufacturing,High Net Worth,N,Yes,10
501,Henrieta MacClancey,Female,94,1977-06-10,46.00 ,Environmental Specialist,n/a,High Net Worth,N,No,19
545,Alecia Crosse,Female,43,1978-06-04,45.00 ,Project Manager,Health,Mass Customer,N,Yes,18
561,Karin Burkill,Female,99,1977-08-15,46.00 ,Tax Accountant,n/a,Mass Customer,N,No,12
585,Tiphany Bonnier,Female,66,1978-04-20,45.00 ,Pharmacist,Health,Mass Customer,N,Yes,10
619,Finn Dahlman,Male,39,1977-08-14,46.00 ,Speech Pathologist,Property,Mass Customer,N,No,20
634,Melonie Zisneros,Female,35,1978-01-30,45.00 ,Speech Pathologist,Manufacturing,Mass Customer,N,No,15
648,Gardiner Nutley,Male,86,1978-06-04,45.00 ,Accountant II,Financial Services,Mass Customer,N,Yes,9
650,Matthew Petschelt,Male,81,1977-10-24,45.00 ,Assistant Manager,Health,Mass Customer,N,No,13
695,Kevan Kubal,Male,36,1977-11-30,45.00 ,Engineer II,Health,High Net Worth,N,No,11
718,Cathe Lorriman,Female,38,1978-02-18,45.00 ,Engineer I,Manufacturing,Mass Customer,N,Yes,7
726,Norma Blackbourn,Female,69,1978-02-10,45.00 ,Information Systems Manager,Health,Mass Customer,N,Yes,10
744,Heinrik ,Male,54,1977-08-30,46.00 ,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14
745,Dotty Maylott,Female,84,1978-03-22,45.00 ,NA,Manufacturing,Mass Customer,N,Yes,13
747,Eula Bruni,Female,91,1978-04-24,45.00 ,Database Administrator II,n/a,Mass Customer,N,No,7
760,Shamus Fyndon,Male,46,1978-03-02,45.00 ,Assistant Professor,n/a,Mass Customer,N,Yes,18
761,Vaughan McCromley,Male,12,1977-11-27,45.00 ,Media Manager II,Health,Affluent Customer,N,Yes,4
789,Gabrielle Giraudot,Female,69,1978-04-28,45.00 ,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14
809,Nevsa Washtell,Female,83,1977-10-23,45.00 ,Biostatistician III,Health,Mass Customer,N,No,18
832,Shaun Murphey,Male,30,1977-11-30,45.00 ,Research Assistant IV,Retail,Mass Customer,N,No,14
844,Tome Tyt,Male,13,1978-01-13,45.00 ,Nurse Practicioner,Financial Services,High Net Worth,N,No,9
862,Worden Fossitt,Male,83,1977-12-27,45.00 ,Information Systems Manager,Agriculture,High Net Worth,N,Yes,16
884,Pepito Lamming,Male,11,1978-01-30,45.00 ,Web Designer IV,Property,Mass Customer,N,No,17
898,Reyna Braizier,Female,53,1977-08-28,46.00 ,General Manager,Financial Services,Affluent Customer,N,No,16
905,Dorian Drinkel,Female,41,1978-02-11,45.00 ,Safety Technician II,Manufacturing,Affluent Customer,N,No,12
923,Garrek Grimwade,Male,44,1977-06-26,46.00 ,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19
962,Granger Tuftin,Male,49,1977-09-07,46.00 ,VP Product Management,n/a,High Net Worth,N,Yes,17
980,Max Gronaver,Female,19,1978-01-23,45.00 ,Registered Nurse,Health,Mass Customer,N,No,8
994,Rhetta Kupker,Female,62,1977-11-14,45.00 ,Librarian,Entertainment,Affluent Customer,N,Yes,5
1006,Norbert Gotcher,Male,15,1977-08-10,46.00 ,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19
1021,Elvis Rixon,Male,16,1977-10-02,45.00 ,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7
1051,Xylia Lange,Female,34,1977-09-29,45.00 ,Help Desk Technician,Property,High Net Worth,N,Yes,14
1064,Thornie Andrusov,Male,3,1977-06-13,46.00 ,Librarian,Entertainment,Affluent Customer,N,Yes,8
1079,Dennie L' Anglois,Male,70,1978-01-03,45.00 ,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18
1103,Glynnis Sailor,Female,76,1978-01-30,45.00 ,Financial Advisor,Financial Services,High Net Worth,N,Yes,20
1129,Hercule ,Male,2,1977-06-29,46.00 ,VP Marketing,Entertainment,Mass Customer,N,Yes,9
1136,Ivan Blackhall,Male,72,1977-08-31,46.00 ,Executive Secretary,Property,High Net Worth,N,No,7
1137,Jermayne Hryniewicki,Male,46,1977-07-03,46.00 ,Business Systems Development Analyst,n/a,Mass Customer,N,No,18
1173,Gertie Chaim,Female,58,1978-03-02,45.00 ,Statistician IV,Retail,High Net Worth,N,No,16
1181,Brita Plant,Female,2,1978-06-06,45.00 ,Tax Accountant,Agriculture,Mass Customer,N,No,8
1195,Ally Folliott,Female,0,1978-03-22,45.00 ,VP Marketing,Telecommunications,Mass Customer,N,No,18
1205,Barton Baudts,Male,38,1978-06-05,45.00 ,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13
1206,Lucina Metcalf,Female,13,1978-05-07,45.00 ,Paralegal,Financial Services,Mass Customer,N,No,13
1209,Jacky Jerosch,Male,40,1977-09-06,46.00 ,Senior Developer,Property,High Net Worth,N,Yes,11
1238,Steward Beedham,Male,24,1978-06-01,45.00 ,Graphic Designer,n/a,Affluent Customer,N,Yes,6
1239,Carroll Cobbin,Male,9,1978-02-28,45.00 ,NA,n/a,Mass Customer,N,Yes,17
1258,Nefen Ferriere,Male,89,1978-04-21,45.00 ,Geological Engineer,Manufacturing,Mass Customer,N,No,6
1266,Harry ,Male,68,1978-05-02,45.00 ,Human Resources Manager,Health,Mass Customer,N,Yes,10
1274,Emmerich Tinkler,Male,12,1977-11-16,45.00 ,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20
1280,Horacio Peyntue,Male,71,1978-01-24,45.00 ,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15
1304,Emmy Lumbly,Male,23,1977-11-16,45.00 ,Administrative Assistant III,n/a,High Net Worth,N,No,11
1324,Randie Arnowitz,Female,88,1978-02-22,45.00 ,Web Designer III,Manufacturing,Mass Customer,N,No,11
1332,Garek De la Barre,Male,87,1978-05-01,45.00 ,Technical Writer,n/a,Mass Customer,N,Yes,12
1340,Crawford Dreini,Male,16,1977-11-05,45.00 ,Statistician I,n/a,High Net Worth,N,No,18
1347,Leisha Signoret,Female,14,1977-12-16,45.00 ,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14
1364,Selby Cabbell,Male,99,1978-04-20,45.00 ,Junior Executive,Manufacturing,Mass Customer,N,No,21
1387,Natalee Comport,Female,33,1977-07-11,46.00 ,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,4
1394,Freemon Perago,Male,50,1978-01-27,45.00 ,NA,Health,Mass Customer,N,Yes,8
1453,Ahmed ,Male,54,1977-07-30,46.00 ,Computer Systems Analyst I,Health,High Net Worth,N,No,13
1468,Adaline Hayles,Female,37,1978-01-10,45.00 ,Financial Advisor,Financial Services,Mass Customer,N,No,22
1471,Berri Farr,Female,88,1978-02-24,45.00 ,NA,Financial Services,Mass Customer,N,No,15
1479,Avrom Clougher,Male,25,1977-10-20,45.00 ,Help Desk Technician,Agriculture,Mass Customer,N,No,21
1507,Holmes Benkin,Male,97,1977-11-10,45.00 ,NA,Manufacturing,High Net Worth,N,Yes,22
1533,Sonia Rous,Female,59,1977-07-02,46.00 ,Social Worker,Health,Affluent Customer,N,Yes,8
1539,Filberte Godmer,Male,3,1977-11-17,45.00 ,Account Executive,n/a,Mass Customer,N,Yes,16
1545,Carver Saturley,Male,34,1977-09-06,46.00 ,Associate Professor,Health,Mass Customer,N,Yes,15
1578,Andreas Bazely,Male,60,1978-04-14,45.00 ,NA,Health,High Net Worth,N,Yes,11
1579,Madelaine Siegertsz,Female,40,1978-01-27,45.00 ,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17
1582,Francesco Wasson,Male,32,1978-01-14,45.00 ,Office Assistant III,Property,Mass Customer,N,No,4
1622,Pietrek Crowe,Male,44,1978-05-30,45.00 ,Senior Quality Engineer,n/a,High Net Worth,N,No,16
1625,Caryl Clara,Male,20,1977-12-09,45.00 ,Information Systems Manager,Property,Mass Customer,N,Yes,10
1647,Ivory Roscam,Female,21,1977-09-09,46.00 ,NA,Financial Services,High Net Worth,N,Yes,17
1656,Constantin Rodrigues,Male,59,1977-07-22,46.00 ,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7
1663,Analiese Grimsditch,Female,68,1978-01-30,45.00 ,VP Quality Control,Property,High Net Worth,N,Yes,9
1665,Witty Lauthian,Male,48,1977-11-18,45.00 ,Quality Engineer,Telecommunications,Mass Customer,N,No,11
1669,Jabez Glasspoole,Male,74,1978-03-18,45.00 ,VP Accounting,Financial Services,High Net Worth,N,Yes,21
1674,Rahal Woodman,Female,97,1977-10-26,45.00 ,Civil Engineer,Manufacturing,High Net Worth,N,No,20
1678,Dale Hursey,Female,20,1977-10-07,45.00 ,NA,Financial Services,High Net Worth,N,Yes,13
1727,Everard ,Male,43,1978-05-10,45.00 ,Assistant Media Planner,Entertainment,High Net Worth,N,No,6
1734,Adriana Cullerne,Female,88,1977-10-10,45.00 ,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11
1762,Gaye Steutly,Female,49,1978-04-30,45.00 ,Research Assistant II,Health,Mass Customer,N,Yes,18
1795,Wally Rebbeck,Male,40,1977-09-21,46.00 ,Internal Auditor,Manufacturing,Affluent Customer,N,No,7
1799,Tito Brash,Male,81,1977-12-23,45.00 ,NA,n/a,Affluent Customer,N,No,17
1827,Stormie Smyth,Female,92,1978-01-15,45.00 ,Sales Representative,Retail,Affluent Customer,N,Yes,18
1831,Lisle Yokel,Male,58,1977-11-13,45.00 ,Social Worker,Health,Mass Customer,N,No,15
1834,Otes Gottelier,Male,84,1977-06-30,46.00 ,Director of Sales,Financial Services,High Net Worth,N,Yes,11
1840,Sherman Gullen,Male,22,1977-11-04,45.00 ,Staff Scientist,Agriculture,High Net Worth,N,Yes,20
1845,Pascal Veronique,Male,34,1978-01-16,45.00 ,General Manager,Financial Services,Mass Customer,N,No,6
1847,Bobinette Stanaway,Female,68,1978-02-04,45.00 ,Executive Secretary,Manufacturing,Mass Customer,N,No,6
1850,Dare Wasling,Male,4,1978-05-16,45.00 ,Biostatistician II,Manufacturing,High Net Worth,N,No,7
1852,Darby Shailer,Female,22,1978-01-21,45.00 ,Research Associate,Manufacturing,Affluent Customer,N,No,18
1863,Adelbert Doelle,Male,10,1978-05-11,45.00 ,VP Product Management,Telecommunications,High Net Worth,N,No,20
1869,Neda Longfellow,Female,73,1977-10-19,45.00 ,Geologist IV,Financial Services,High Net Worth,N,Yes,9
1901,Vail Southernwood,Male,40,1977-08-22,46.00 ,Budget/Accounting Analyst I,Agriculture,Affluent Customer,N,No,8
1904,Nert Muglestone,Female,60,1978-01-25,45.00 ,Technical Writer,IT,High Net Worth,N,Yes,14
